id,desire,description
Desire_7.382229231725216e+18_Shop,Shop,This person wants to Shop
Desire_2.703480938157533e+18_Errands,Errands,This person wants to Errands
Desire_2.8547987841141105e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.733622189327774e+19_Shop,Shop,This person wants to Shop
Desire_1.2755562908315562e+19_Errands,Errands,This person wants to Errands
Desire_1.0048722183318026e+19_Shop,Shop,This person wants to Shop
Desire_1.838787093401515e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.1389131347311313e+19_Recreation,Recreation,This person wants to Recreation
Desire_7.937415820294495e+18_Eat,Eat,This person wants to Eat
Desire_4.3122660171462415e+18_Eat,Eat,This person wants to Eat
Desire_4.14447735413175e+18_Eat,Eat,This person wants to Eat
Desire_6.53540663521365e+18_Other,Other,This person wants to Other
Desire_5.4417170967428864e+17_Recreation,Recreation,This person wants to Recreation
Desire_1.169383651805675e+19_Errands,Errands,This person wants to Errands
Desire_9.86855430277569e+18_Eat,Eat,This person wants to Eat
Desire_1.213683572580063e+19_Shop,Shop,This person wants to Shop
Desire_1.1034514087390897e+18_Recreation,Recreation,This person wants to Recreation
Desire_7.474270263983382e+17_Eat,Eat,This person wants to Eat
Desire_6.734018293969027e+18_Shop,Shop,This person wants to Shop
Desire_8.717109161891187e+17_Recreation,Recreation,This person wants to Recreation
Desire_1.6416438325324843e+19_Eat,Eat,This person wants to Eat
Desire_6.780364553927163e+18_Shop,Shop,This person wants to Shop
Desire_6.630649682305337e+18_Shop,Shop,This person wants to Shop
Desire_1.0967230750168068e+19_School,School,This person wants to School
Desire_1.3970223714876336e+19_Shop,Shop,This person wants to Shop
Desire_3.0285738036378813e+18_Shop,Shop,This person wants to Shop
Desire_2.3544424844647987e+18_Errands,Errands,This person wants to Errands
Desire_1.1464648913238438e+18_Eat,Eat,This person wants to Eat
Desire_1.334914825820808e+19_Recreation,Recreation,This person wants to Recreation
Desire_6.398164561225462e+18_Errands,Errands,This person wants to Errands
Desire_1.6187987903256668e+19_Recreation,Recreation,This person wants to Recreation
Desire_2.115326384001876e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.4677273323967152e+19_Eat,Eat,This person wants to Eat
Desire_6.663277048475791e+18_Shop,Shop,This person wants to Shop
Desire_1.4478627621185362e+19_Eat,Eat,This person wants to Eat
Desire_1.3317118788676487e+19_Shop,Shop,This person wants to Shop
Desire_1.3886716428090198e+19_Eat,Eat,This person wants to Eat
Desire_2.510617954378842e+18_Shop,Shop,This person wants to Shop
Desire_1.5454179178424496e+19_Eat,Eat,This person wants to Eat
Desire_4.2747387929120256e+17_Errands,Errands,This person wants to Errands
Desire_1.4740232497404672e+19_Eat,Eat,This person wants to Eat
Desire_1.4403995405459108e+19_Recreation,Recreation,This person wants to Recreation
Desire_1.208845667961916e+19_Shop,Shop,This person wants to Shop
Desire_5.41129307265518e+18_Shop,Shop,This person wants to Shop
Desire_1.0133671356635896e+19_Eat,Eat,This person wants to Eat
Desire_1.69293525929615e+19_Shop,Shop,This person wants to Shop
Desire_2.4606057464208845e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.609831736707981e+19_Eat,Eat,This person wants to Eat
Desire_1.0290275950066264e+19_Eat,Eat,This person wants to Eat
Desire_4.607273830706455e+18_Shop,Shop,This person wants to Shop
Desire_3.2841931220536776e+18_Shop,Shop,This person wants to Shop
Desire_9.653345123266253e+18_Recreation,Recreation,This person wants to Recreation
Desire_6.634131282441313e+17_Shop,Shop,This person wants to Shop
Desire_1.5479920568582528e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.2899604065349563e+18_Shop,Shop,This person wants to Shop
Desire_3.924244637765218e+18_Eat,Eat,This person wants to Eat
Desire_7.020075904508951e+18_Recreation,Recreation,This person wants to Recreation
Desire_1.413796906731422e+19_Errands,Errands,This person wants to Errands
Desire_1.0553683590340026e+19_Errands,Errands,This person wants to Errands
