id,age,individual_income,household_size,family_structure,vehicles,description
Person_1.5998308259348562e+18,31,48486,4_person,married_couple,2,"A 31 year old person, living in a married_couple family with 4_person members. The person has 2 vehicles and an annual income of 48486 dollars."
Person_4.472526499215434e+18,63,0,5_person,married_couple,3_plus,"A 63 year old person, living in a married_couple family with 5_person members. The person has 3_plus vehicles and an annual income of 0 dollars."
Person_1.1481323438914622e+17,46,64406,5_person,married_couple,2,"A 46 year old person, living in a married_couple family with 5_person members. The person has 2 vehicles and an annual income of 64406 dollars."
Person_4.169230298737317e+17,21,0,5_person,married_couple,1,"A 21 year old person, living in a married_couple family with 5_person members. The person has 1 vehicles and an annual income of 0 dollars."
Person_1.831086889456314e+18,40,215160,1_person,living_alone,1,"A 40 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 215160 dollars."
Person_1.1060001951798886e+19,55,0,3_person,family_single,1,"A 55 year old person, living in a family_single family with 3_person members. The person has 1 vehicles and an annual income of 0 dollars."
Person_6.797892367905326e+18,88,9491,2_person,married_couple,1,"A 88 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 9491 dollars."
Person_1.025468941026783e+19,24,75632,1_person,living_alone,0,"A 24 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 75632 dollars."
Person_1.222427891442216e+19,37,0,5_person,married_couple,3_plus,"A 37 year old person, living in a married_couple family with 5_person members. The person has 3_plus vehicles and an annual income of 0 dollars."
Person_4.3481261210423153e+18,77,81619,2_person,married_couple,2,"A 77 year old person, living in a married_couple family with 2_person members. The person has 2 vehicles and an annual income of 81619 dollars."
Person_2.8031278712345897e+18,32,42937,1_person,living_alone,1,"A 32 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 42937 dollars."
Person_1.8001370120457204e+19,22,24689,4_person,married_couple,2,"A 22 year old person, living in a married_couple family with 4_person members. The person has 2 vehicles and an annual income of 24689 dollars."
Person_3.5411994511911834e+18,62,8889,7_plus_person,nonfamily_single,0,"A 62 year old person, living in a nonfamily_single family with 7_plus_person members. The person has 0 vehicles and an annual income of 8889 dollars."
Person_1.6303920529062038e+19,27,70710,2_person,nonfamily_single,0,"A 27 year old person, living in a nonfamily_single family with 2_person members. The person has 0 vehicles and an annual income of 70710 dollars."
Person_9.974321093654364e+18,53,90913,4_person,family_single,3_plus,"A 53 year old person, living in a family_single family with 4_person members. The person has 3_plus vehicles and an annual income of 90913 dollars."
Person_1.0859839467673928e+19,31,0,1_person,living_alone,1,"A 31 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 0 dollars."
Person_1.374312261299254e+19,30,36100,2_person,married_couple,1,"A 30 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 36100 dollars."
Person_8.705634731344638e+18,42,46870,2_person,nonfamily_single,1,"A 42 year old person, living in a nonfamily_single family with 2_person members. The person has 1 vehicles and an annual income of 46870 dollars."
Person_2.9504334208881475e+18,52,149703,1_person,living_alone,0,"A 52 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 149703 dollars."
Person_8.617507601275222e+18,27,66440,7_plus_person,nonfamily_single,3_plus,"A 27 year old person, living in a nonfamily_single family with 7_plus_person members. The person has 3_plus vehicles and an annual income of 66440 dollars."
Person_1.081528900177589e+19,29,73822,2_person,nonfamily_single,0,"A 29 year old person, living in a nonfamily_single family with 2_person members. The person has 0 vehicles and an annual income of 73822 dollars."
Person_4.4066423530739e+18,29,46415,2_person,married_couple,1,"A 29 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 46415 dollars."
Person_1.4838497403232866e+19,29,52,3_person,family_single,0,"A 29 year old person, living in a family_single family with 3_person members. The person has 0 vehicles and an annual income of 52 dollars."
Person_1.9667997014278287e+18,21,25786,3_person,married_couple,2,"A 21 year old person, living in a married_couple family with 3_person members. The person has 2 vehicles and an annual income of 25786 dollars."
Person_1.385532729390866e+19,34,89641,3_person,married_couple,1,"A 34 year old person, living in a married_couple family with 3_person members. The person has 1 vehicles and an annual income of 89641 dollars."
Person_5.200006048791066e+18,39,64406,2_person,married_couple,2,"A 39 year old person, living in a married_couple family with 2_person members. The person has 2 vehicles and an annual income of 64406 dollars."
Person_1.316139051731211e+19,30,101014,1_person,living_alone,0,"A 30 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 101014 dollars."
Person_6.003639414975771e+18,30,57451,2_person,nonfamily_single,1,"A 30 year old person, living in a nonfamily_single family with 2_person members. The person has 1 vehicles and an annual income of 57451 dollars."
Person_1.1904479394899493e+19,22,8643,5_person,married_couple,1,"A 22 year old person, living in a married_couple family with 5_person members. The person has 1 vehicles and an annual income of 8643 dollars."
Person_1.0342390541832976e+19,20,4321,3_person,nonfamily_single,0,"A 20 year old person, living in a nonfamily_single family with 3_person members. The person has 0 vehicles and an annual income of 4321 dollars."
Person_1.6089487705827803e+19,30,0,1_person,living_alone,0,"A 30 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 0 dollars."
Person_9.526940229441247e+18,91,9292,2_person,family_single,1,"A 91 year old person, living in a family_single family with 2_person members. The person has 1 vehicles and an annual income of 9292 dollars."
Person_1.0420786877113037e+19,43,69774,4_person,family_single,2,"A 43 year old person, living in a family_single family with 4_person members. The person has 2 vehicles and an annual income of 69774 dollars."
Person_6.403091271706839e+18,27,80508,1_person,living_alone,1,"A 27 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 80508 dollars."
Person_8.488034538162858e+18,18,8081,3_person,family_single,2,"A 18 year old person, living in a family_single family with 3_person members. The person has 2 vehicles and an annual income of 8081 dollars."
Person_1.7301766176134157e+18,56,25416,4_person,married_couple,2,"A 56 year old person, living in a married_couple family with 4_person members. The person has 2 vehicles and an annual income of 25416 dollars."
Person_5.94378410243695e+17,80,3796,2_person,married_couple,0,"A 80 year old person, living in a married_couple family with 2_person members. The person has 0 vehicles and an annual income of 3796 dollars."
Person_5.067705402567042e+18,25,282840,4_person,nonfamily_single,1,"A 25 year old person, living in a nonfamily_single family with 4_person members. The person has 1 vehicles and an annual income of 282840 dollars."
Person_1.2822564366497053e+19,66,39020,1_person,living_alone,1,"A 66 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 39020 dollars."
Person_1.1517662296176536e+19,81,199503,1_person,living_alone,1,"A 81 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 199503 dollars."
Person_1.0596478365718444e+19,19,0,7_plus_person,married_couple,3_plus,"A 19 year old person, living in a married_couple family with 7_plus_person members. The person has 3_plus vehicles and an annual income of 0 dollars."
Person_3.240096985842061e+18,47,81582,5_person,family_single,3_plus,"A 47 year old person, living in a family_single family with 5_person members. The person has 3_plus vehicles and an annual income of 81582 dollars."
Person_6.820679109735003e+18,86,27436,2_person,family_single,0,"A 86 year old person, living in a family_single family with 2_person members. The person has 0 vehicles and an annual income of 27436 dollars."
Person_5.144577550854076e+18,25,84368,4_person,nonfamily_single,2,"A 25 year old person, living in a nonfamily_single family with 4_person members. The person has 2 vehicles and an annual income of 84368 dollars."
Person_1.6008561271605778e+19,49,92830,1_person,living_alone,1,"A 49 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 92830 dollars."
Person_7.786819363824425e+18,66,5367,1_person,living_alone,1,"A 66 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 5367 dollars."
Person_4.162792400160358e+17,31,236158,2_person,nonfamily_single,1,"A 31 year old person, living in a nonfamily_single family with 2_person members. The person has 1 vehicles and an annual income of 236158 dollars."
Person_1.0348810048623038e+19,40,171751,1_person,living_alone,0,"A 40 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 171751 dollars."
Person_5.743053546282536e+18,20,0,2_person,nonfamily_single,0,"A 20 year old person, living in a nonfamily_single family with 2_person members. The person has 0 vehicles and an annual income of 0 dollars."
Person_1.3538089667908272e+19,81,65480,2_person,nonfamily_single,1,"A 81 year old person, living in a nonfamily_single family with 2_person members. The person has 1 vehicles and an annual income of 65480 dollars."
Person_7.662799550449951e+18,52,8664,1_person,living_alone,0,"A 52 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 8664 dollars."
Person_1.6895363028584188e+19,60,58741,1_person,living_alone,1,"A 60 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 58741 dollars."
Person_5.804386658571679e+18,61,61887,2_person,married_couple,1,"A 61 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 61887 dollars."
Person_2.8491566113002644e+18,64,90913,1_person,living_alone,1,"A 64 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 90913 dollars."
Person_1.10299623574028e+19,30,32203,7_plus_person,family_single,3_plus,"A 30 year old person, living in a family_single family with 7_plus_person members. The person has 3_plus vehicles and an annual income of 32203 dollars."
Person_6.697256789282296e+18,35,69150,1_person,living_alone,1,"A 35 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 69150 dollars."
Person_6.778905033936273e+18,65,32692,2_person,married_couple,1,"A 65 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 32692 dollars."
Person_1.1506552691646026e+19,50,28983,4_person,married_couple,1,"A 50 year old person, living in a married_couple family with 4_person members. The person has 1 vehicles and an annual income of 28983 dollars."
Person_1.8344247126294653e+19,26,129656,2_person,married_couple,0,"A 26 year old person, living in a married_couple family with 2_person members. The person has 0 vehicles and an annual income of 129656 dollars."
Person_1.7699979204179964e+19,75,9724,2_person,married_couple,2,"A 75 year old person, living in a married_couple family with 2_person members. The person has 2 vehicles and an annual income of 9724 dollars."
Person_1.8441448338473585e+19,27,98078,2_person,married_couple,1,"A 27 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 98078 dollars."
Person_3.354400402741892e+18,83,6158,2_person,married_couple,1,"A 83 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 6158 dollars."
Person_1.4125891094914275e+19,38,144496,2_person,married_couple,1,"A 38 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 144496 dollars."
Person_1.0289809315661103e+19,33,181392,1_person,living_alone,1,"A 33 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 181392 dollars."
Person_1.5899723319297229e+19,40,0,3_person,married_couple,2,"A 40 year old person, living in a married_couple family with 3_person members. The person has 2 vehicles and an annual income of 0 dollars."
Person_1.4436210292028238e+19,30,27011,4_person,married_couple,1,"A 30 year old person, living in a married_couple family with 4_person members. The person has 1 vehicles and an annual income of 27011 dollars."
Person_1.2204374017775694e+19,56,50128,2_person,married_couple,1,"A 56 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 50128 dollars."
Person_1.7933804376795546e+19,45,77358,3_person,family_single,2,"A 45 year old person, living in a family_single family with 3_person members. The person has 2 vehicles and an annual income of 77358 dollars."
Person_3.725324783677552e+18,55,0,3_person,family_single,1,"A 55 year old person, living in a family_single family with 3_person members. The person has 1 vehicles and an annual income of 0 dollars."
Person_1.507447619302129e+18,38,26263,1_person,living_alone,0,"A 38 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 26263 dollars."
Person_5.46754628787532e+18,48,205648,1_person,living_alone,1,"A 48 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 205648 dollars."
Person_8.665266117586853e+18,87,10830,1_person,living_alone,0,"A 87 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 10830 dollars."
Person_7.215806455297769e+18,24,21092,3_person,family_single,0,"A 24 year old person, living in a family_single family with 3_person members. The person has 0 vehicles and an annual income of 21092 dollars."
Person_1.2592152387944998e+17,22,697,4_person,nonfamily_single,0,"A 22 year old person, living in a nonfamily_single family with 4_person members. The person has 0 vehicles and an annual income of 697 dollars."
Person_3.505296789336136e+18,29,150282,1_person,living_alone,1,"A 29 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 150282 dollars."
Person_1.4517479005378853e+19,20,0,3_person,family_single,0,"A 20 year old person, living in a family_single family with 3_person members. The person has 0 vehicles and an annual income of 0 dollars."
Person_8.751238629116447e+17,55,84802,3_person,married_couple,2,"A 55 year old person, living in a married_couple family with 3_person members. The person has 2 vehicles and an annual income of 84802 dollars."
Person_1.426679645837695e+19,75,14975,1_person,living_alone,0,"A 75 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 14975 dollars."
Person_1.2347408931061973e+19,67,109095,2_person,married_couple,0,"A 67 year old person, living in a married_couple family with 2_person members. The person has 0 vehicles and an annual income of 109095 dollars."
Person_1.551073266498339e+18,32,78874,3_person,family_single,2,"A 32 year old person, living in a family_single family with 3_person members. The person has 2 vehicles and an annual income of 78874 dollars."
Person_1.6315872300360313e+19,76,30372,2_person,married_couple,2,"A 76 year old person, living in a married_couple family with 2_person members. The person has 2 vehicles and an annual income of 30372 dollars."
Person_7.791545839003508e+18,36,123446,2_person,family_single,2,"A 36 year old person, living in a family_single family with 2_person members. The person has 2 vehicles and an annual income of 123446 dollars."
Person_5.690458725724001e+18,34,19322,6_person,family_single,0,"A 34 year old person, living in a family_single family with 6_person members. The person has 0 vehicles and an annual income of 19322 dollars."
Person_2.689258256986515e+18,36,0,4_person,nonfamily_single,2,"A 36 year old person, living in a nonfamily_single family with 4_person members. The person has 2 vehicles and an annual income of 0 dollars."
Person_6.597347246108876e+18,62,0,2_person,nonfamily_single,0,"A 62 year old person, living in a nonfamily_single family with 2_person members. The person has 0 vehicles and an annual income of 0 dollars."
Person_1.442950265710773e+19,43,177173,2_person,married_couple,2,"A 43 year old person, living in a married_couple family with 2_person members. The person has 2 vehicles and an annual income of 177173 dollars."
Person_2.5081905873988603e+18,31,76327,2_person,nonfamily_single,0,"A 31 year old person, living in a nonfamily_single family with 2_person members. The person has 0 vehicles and an annual income of 76327 dollars."
Person_1.3004428082108537e+19,74,149104,2_person,married_couple,0,"A 74 year old person, living in a married_couple family with 2_person members. The person has 0 vehicles and an annual income of 149104 dollars."
Person_4.036790312212793e+18,58,93862,2_person,married_couple,2,"A 58 year old person, living in a married_couple family with 2_person members. The person has 2 vehicles and an annual income of 93862 dollars."
Person_4.628079855042692e+18,73,30685,2_person,married_couple,1,"A 73 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 30685 dollars."
Person_4.021839143609304e+18,64,432,3_person,married_couple,2,"A 64 year old person, living in a married_couple family with 3_person members. The person has 2 vehicles and an annual income of 432 dollars."
Person_1.7381331235182805e+19,54,92830,4_person,family_single,3_plus,"A 54 year old person, living in a family_single family with 4_person members. The person has 3_plus vehicles and an annual income of 92830 dollars."
Person_1.5046839850129533e+19,40,252536,2_person,married_couple,1,"A 40 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 252536 dollars."
Person_2.76519590759263e+18,61,8889,7_plus_person,nonfamily_single,0,"A 61 year old person, living in a nonfamily_single family with 7_plus_person members. The person has 0 vehicles and an annual income of 8889 dollars."
Person_9.466089519895722e+18,34,65587,2_person,married_couple,0,"A 34 year old person, living in a married_couple family with 2_person members. The person has 0 vehicles and an annual income of 65587 dollars."
Person_1.2269283650086812e+19,30,43238,3_person,married_couple,0,"A 30 year old person, living in a married_couple family with 3_person members. The person has 0 vehicles and an annual income of 43238 dollars."
Person_1.5272346713598935e+19,23,10734,4_person,nonfamily_single,0,"A 23 year old person, living in a nonfamily_single family with 4_person members. The person has 0 vehicles and an annual income of 10734 dollars."
Person_1.6840434241632827e+19,22,0,5_person,nonfamily_single,1,"A 22 year old person, living in a nonfamily_single family with 5_person members. The person has 1 vehicles and an annual income of 0 dollars."
Person_1.1652332953572645e+19,25,48305,5_person,married_couple,3_plus,"A 25 year old person, living in a married_couple family with 5_person members. The person has 3_plus vehicles and an annual income of 48305 dollars."
Person_1.3395989810129406e+19,39,111115,7_plus_person,married_couple,1,"A 39 year old person, living in a married_couple family with 7_plus_person members. The person has 1 vehicles and an annual income of 111115 dollars."
Person_1.4046117985506117e+18,28,1054,3_person,nonfamily_single,1,"A 28 year old person, living in a nonfamily_single family with 3_person members. The person has 1 vehicles and an annual income of 1054 dollars."
Person_8.067677342395662e+18,46,87377,3_person,married_couple,3_plus,"A 46 year old person, living in a married_couple family with 3_person members. The person has 3_plus vehicles and an annual income of 87377 dollars."
Person_2.136304141794313e+18,34,4851,2_person,nonfamily_single,1,"A 34 year old person, living in a nonfamily_single family with 2_person members. The person has 1 vehicles and an annual income of 4851 dollars."
Person_1.2168005673919534e+18,25,37375,2_person,nonfamily_single,1,"A 25 year old person, living in a nonfamily_single family with 2_person members. The person has 1 vehicles and an annual income of 37375 dollars."
Person_1.2237441988499294e+19,71,7220,2_person,married_couple,2,"A 71 year old person, living in a married_couple family with 2_person members. The person has 2 vehicles and an annual income of 7220 dollars."
Person_1.1878870600560988e+19,68,104805,2_person,nonfamily_single,1,"A 68 year old person, living in a nonfamily_single family with 2_person members. The person has 1 vehicles and an annual income of 104805 dollars."
Person_4.444055540506797e+16,42,0,5_person,married_couple,1,"A 42 year old person, living in a married_couple family with 5_person members. The person has 1 vehicles and an annual income of 0 dollars."
Person_1.229019082079951e+19,29,2525,2_person,nonfamily_single,0,"A 29 year old person, living in a nonfamily_single family with 2_person members. The person has 0 vehicles and an annual income of 2525 dollars."
Person_9.765953333190054e+18,27,23306,3_person,married_couple,1,"A 27 year old person, living in a married_couple family with 3_person members. The person has 1 vehicles and an annual income of 23306 dollars."
Person_5.129583548060685e+18,58,134610,2_person,married_couple,2,"A 58 year old person, living in a married_couple family with 2_person members. The person has 2 vehicles and an annual income of 134610 dollars."
Person_8.598810965710911e+18,28,7698,1_person,living_alone,0,"A 28 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 7698 dollars."
Person_9.344086888283838e+18,63,152917,1_person,living_alone,1,"A 63 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 152917 dollars."
Person_1.6245814866070426e+19,34,0,3_person,married_couple,1,"A 34 year old person, living in a married_couple family with 3_person members. The person has 1 vehicles and an annual income of 0 dollars."
Person_1.4472318308109429e+19,57,429,1_person,living_alone,0,"A 57 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 429 dollars."
Person_1.381940264423602e+19,21,68790,1_person,living_alone,1,"A 21 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 68790 dollars."
Person_1.3812407163926438e+19,30,107344,3_person,married_couple,1,"A 30 year old person, living in a married_couple family with 3_person members. The person has 1 vehicles and an annual income of 107344 dollars."
Person_2.319259856093642e+18,33,148135,4_person,married_couple,1,"A 33 year old person, living in a married_couple family with 4_person members. The person has 1 vehicles and an annual income of 148135 dollars."
Person_1.636916915122595e+19,30,50782,1_person,living_alone,1,"A 30 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 50782 dollars."
Person_1.167028741022768e+19,42,10804,6_person,family_single,1,"A 42 year old person, living in a family_single family with 6_person members. The person has 1 vehicles and an annual income of 10804 dollars."
Person_1.608371320654809e+19,36,87518,2_person,married_couple,1,"A 36 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 87518 dollars."
Person_1.804775868781701e+19,50,101082,3_person,married_couple,2,"A 50 year old person, living in a married_couple family with 3_person members. The person has 2 vehicles and an annual income of 101082 dollars."
Person_8.123079011600874e+18,54,54666,2_person,nonfamily_single,2,"A 54 year old person, living in a nonfamily_single family with 2_person members. The person has 2 vehicles and an annual income of 54666 dollars."
Person_1.5830235024317037e+19,70,152917,5_person,married_couple,3_plus,"A 70 year old person, living in a married_couple family with 5_person members. The person has 3_plus vehicles and an annual income of 152917 dollars."
Person_1.1637374768057033e+19,61,0,2_person,family_single,1,"A 61 year old person, living in a family_single family with 2_person members. The person has 1 vehicles and an annual income of 0 dollars."
Person_3.845555037001303e+18,79,34344,1_person,living_alone,1,"A 79 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 34344 dollars."
Person_1.1824091665933158e+19,28,91243,2_person,family_single,1,"A 28 year old person, living in a family_single family with 2_person members. The person has 1 vehicles and an annual income of 91243 dollars."
Person_1.341267421276847e+19,40,65659,2_person,nonfamily_single,2,"A 40 year old person, living in a nonfamily_single family with 2_person members. The person has 2 vehicles and an annual income of 65659 dollars."
Person_1.6492204946393784e+19,29,33920,1_person,living_alone,0,"A 29 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 33920 dollars."
Person_1.7885418697170885e+19,33,55557,3_person,married_couple,2,"A 33 year old person, living in a married_couple family with 3_person members. The person has 2 vehicles and an annual income of 55557 dollars."
Person_3.4529945119758024e+18,32,108047,3_person,married_couple,1,"A 32 year old person, living in a married_couple family with 3_person members. The person has 1 vehicles and an annual income of 108047 dollars."
Person_1.4310948547185926e+19,48,0,3_person,family_single,2,"A 48 year old person, living in a family_single family with 3_person members. The person has 2 vehicles and an annual income of 0 dollars."
Person_6.715077517370294e+18,55,0,2_person,family_single,1,"A 55 year old person, living in a family_single family with 2_person members. The person has 1 vehicles and an annual income of 0 dollars."
Person_8.196885130213917e+18,79,431861,2_person,married_couple,2,"A 79 year old person, living in a married_couple family with 2_person members. The person has 2 vehicles and an annual income of 431861 dollars."
Person_1.2962595578284935e+19,21,10804,2_person,nonfamily_single,0,"A 21 year old person, living in a nonfamily_single family with 2_person members. The person has 0 vehicles and an annual income of 10804 dollars."
Person_1.7766848202777778e+19,56,21454,1_person,living_alone,0,"A 56 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 21454 dollars."
Person_7.593426153094412e+17,26,56948,2_person,nonfamily_single,0,"A 26 year old person, living in a nonfamily_single family with 2_person members. The person has 0 vehicles and an annual income of 56948 dollars."
Person_7.979838599853658e+18,27,50507,3_person,nonfamily_single,1,"A 27 year old person, living in a nonfamily_single family with 3_person members. The person has 1 vehicles and an annual income of 50507 dollars."
Person_1.0481683141453126e+18,24,38124,3_person,nonfamily_single,1,"A 24 year old person, living in a nonfamily_single family with 3_person members. The person has 1 vehicles and an annual income of 38124 dollars."
Person_3.549680921780631e+18,49,20248,2_person,family_single,1,"A 49 year old person, living in a family_single family with 2_person members. The person has 1 vehicles and an annual income of 20248 dollars."
Person_7.444881488312756e+18,62,0,2_person,married_couple,0,"A 62 year old person, living in a married_couple family with 2_person members. The person has 0 vehicles and an annual income of 0 dollars."
Person_2.9706112031760195e+18,70,6482,5_person,family_single,3_plus,"A 70 year old person, living in a family_single family with 5_person members. The person has 3_plus vehicles and an annual income of 6482 dollars."
Person_1.0169189530910474e+19,72,110733,2_person,married_couple,2,"A 72 year old person, living in a married_couple family with 2_person members. The person has 2 vehicles and an annual income of 110733 dollars."
Person_1.1980028634101764e+19,36,162070,2_person,nonfamily_single,1,"A 36 year old person, living in a nonfamily_single family with 2_person members. The person has 1 vehicles and an annual income of 162070 dollars."
Person_3.3304486760341514e+18,72,16101,2_person,family_single,1,"A 72 year old person, living in a family_single family with 2_person members. The person has 1 vehicles and an annual income of 16101 dollars."
Person_1.1248873254048586e+19,53,0,3_person,married_couple,1,"A 53 year old person, living in a married_couple family with 3_person members. The person has 1 vehicles and an annual income of 0 dollars."
Person_1.6571861363458329e+19,38,28284,4_person,family_single,1,"A 38 year old person, living in a family_single family with 4_person members. The person has 1 vehicles and an annual income of 28284 dollars."
Person_3.489682808091248e+18,25,23095,3_person,nonfamily_single,1,"A 25 year old person, living in a nonfamily_single family with 3_person members. The person has 1 vehicles and an annual income of 23095 dollars."
Person_2.943586440409554e+18,41,32738,2_person,nonfamily_single,1,"A 41 year old person, living in a nonfamily_single family with 2_person members. The person has 1 vehicles and an annual income of 32738 dollars."
Person_4.3160644716069007e+18,59,105460,2_person,family_single,2,"A 59 year old person, living in a family_single family with 2_person members. The person has 2 vehicles and an annual income of 105460 dollars."
Person_9.797064337653642e+17,77,68549,1_person,living_alone,0,"A 77 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 68549 dollars."
Person_7.189010824002796e+18,53,0,6_person,married_couple,3_plus,"A 53 year old person, living in a married_couple family with 6_person members. The person has 3_plus vehicles and an annual income of 0 dollars."
Person_1.7847786454667764e+19,25,5903,4_person,nonfamily_single,0,"A 25 year old person, living in a nonfamily_single family with 4_person members. The person has 0 vehicles and an annual income of 5903 dollars."
Person_6.909479102515385e+18,26,73822,3_person,nonfamily_single,3_plus,"A 26 year old person, living in a nonfamily_single family with 3_person members. The person has 3_plus vehicles and an annual income of 73822 dollars."
Person_7.302526929388173e+18,29,96610,2_person,nonfamily_single,1,"A 29 year old person, living in a nonfamily_single family with 2_person members. The person has 1 vehicles and an annual income of 96610 dollars."
Person_5.837576150532508e+18,51,0,4_person,married_couple,1,"A 51 year old person, living in a married_couple family with 4_person members. The person has 1 vehicles and an annual income of 0 dollars."
Person_7.627840962629724e+18,23,4218,4_person,family_single,1,"A 23 year old person, living in a family_single family with 4_person members. The person has 1 vehicles and an annual income of 4218 dollars."
