person_id,age,age_group,individual_income,income_group,household_size,family_structure,vehicles,target_amenity,target_mode,pred_mode
14440,63,Elderly,657756,Ultra High,2_person,married_couple,1,F&B Eatery/Limited-Service Restaurants,Car,Public_transport
58092,45,Middle Age,18772,Low,4_person,family_single,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
14986,24,Young Adult,30583,Moderate,2_person,nonfamily_single,1,F&B Eatery/Drinking Places,Car,Walking
21076,58,Senior,10756,Low,1_person,living_alone,1,F&B Eatery/Limited-Service Restaurants,Car,Walking
61821,64,Elderly,29294,Low,4_person,family_single,1,F&B Eatery/Limited-Service Restaurants,Public_transport,Public_transport
40209,20,Young Adult,0,Debt,5_person,married_couple,1,F&B Eatery/Drinking Places,Public_transport,Public_transport
39023,61,Elderly,127607,Ultra High,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
12696,49,Middle Age,309435,Ultra High,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Car,Walking
66420,78,Elderly,24783,Low,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
41362,47,Middle Age,121217,Ultra High,7_plus_person,married_couple,1,F&B Eatery/Limited-Service Restaurants,Car,Public_transport
48123,30,Young Adult,118616,Very High,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
65839,33,Adult,59824,Moderate,3_person,married_couple,1,F&B Eatery/Drinking Places,Walking,Public_transport
54933,35,Adult,52500,Moderate,1_person,living_alone,0,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,Public_transport
32833,33,Adult,32414,Moderate,2_person,nonfamily_single,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,Walking
58769,19,Young Adult,0,Debt,3_person,family_single,0,F&B Eatery/Limited-Service Restaurants,Public_transport,Public_transport
55635,29,Young Adult,48305,Moderate,3_person,nonfamily_single,3_plus,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Public_transport
16661,46,Middle Age,103145,Very High,6_person,married_couple,3_plus,F&B Eatery/Limited-Service Restaurants,Public_transport,Car
62289,70,Elderly,318195,Ultra High,1_person,living_alone,1,F&B Eatery/Drinking Places,Car,Public_transport
8656,41,Middle Age,112712,Very High,1_person,living_alone,1,F&B Eatery/Drinking Places,Car,Walking
38953,42,Middle Age,236231,Ultra High,1_person,living_alone,1,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
12714,45,Middle Age,0,Debt,3_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Public_transport,Walking
35343,27,Young Adult,36100,Moderate,1_person,living_alone,1,F&B Eatery/Limited-Service Restaurants,Public_transport,Public_transport
19249,31,Adult,26840,Low,3_person,married_couple,2,F&B Eatery/Limited-Service Restaurants,Car,Public_transport
46324,44,Middle Age,362784,Ultra High,3_person,married_couple,2,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
62476,67,Elderly,22146,Low,2_person,married_couple,2,F&B Eatery/Limited-Service Restaurants,Public_transport,Car
60271,67,Elderly,67044,High,2_person,married_couple,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Public_transport
41187,31,Adult,50507,Moderate,2_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Walking,Walking
5113,73,Elderly,52191,Moderate,1_person,living_alone,1,F&B Eatery/Limited-Service Restaurants,Public_transport,Public_transport
53560,32,Adult,221467,Ultra High,2_person,married_couple,1,F&B Eatery/Limited-Service Restaurants,Car,Walking
46194,51,Senior,13709,Low,3_person,married_couple,2,F&B Eatery/Full-Service Restaurants,Car,Public_transport
22409,40,Adult,51572,Moderate,4_person,nonfamily_single,0,F&B Eatery/Full-Service Restaurants,Walking,Walking
45510,27,Young Adult,0,Debt,2_person,family_single,1,F&B Eatery/Limited-Service Restaurants,Car,Walking
37699,35,Adult,8045,Low,5_person,married_couple,0,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
23274,81,Elderly,10933,Low,1_person,living_alone,0,F&B Eatery/Full-Service Restaurants,Walking,Walking
28231,76,Elderly,51517,Moderate,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
7512,83,Elderly,19494,Low,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
50573,25,Young Adult,4125,Low,2_person,nonfamily_single,2,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,Walking
33099,31,Adult,151806,Ultra High,2_person,nonfamily_single,0,F&B Eatery/Full-Service Restaurants,Car,Walking
48889,25,Young Adult,43326,Moderate,2_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Car,Walking
13273,53,Senior,90913,Very High,4_person,family_single,3_plus,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Public_transport
20202,26,Young Adult,59824,Moderate,3_person,nonfamily_single,0,F&B Eatery/Full-Service Restaurants,Walking,Walking
25395,29,Young Adult,34344,Moderate,2_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Public_transport,Walking
40768,73,Elderly,33334,Moderate,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
20733,26,Young Adult,30021,Moderate,5_person,married_couple,3_plus,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
16059,50,Middle Age,128931,Ultra High,2_person,married_couple,2,F&B Eatery/Full-Service Restaurants,Car,Car
50812,55,Senior,0,Debt,2_person,married_couple,1,F&B Eatery/Limited-Service Restaurants,Car,Public_transport
73,52,Senior,0,Debt,5_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
1843,44,Middle Age,121012,Ultra High,1_person,living_alone,0,F&B Eatery/Full-Service Restaurants,Walking,Walking
33538,81,Elderly,256269,Ultra High,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
11228,74,Elderly,41165,Moderate,2_person,nonfamily_single,2,F&B Eatery/Full-Service Restaurants,Car,Car
47447,26,Young Adult,168126,Ultra High,3_person,nonfamily_single,0,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,Public_transport
63542,21,Young Adult,2160,Low,3_person,nonfamily_single,0,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
17669,52,Senior,0,Debt,3_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
9436,19,Young Adult,0,Debt,3_person,nonfamily_single,0,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,Walking
60620,70,Elderly,330317,Ultra High,7_plus_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
49011,57,Senior,102423,Very High,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
28879,41,Middle Age,84368,High,2_person,married_couple,2,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,Car
54700,65,Elderly,0,Debt,4_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
18325,21,Young Adult,0,Debt,2_person,nonfamily_single,0,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,Walking
37621,79,Elderly,24689,Low,3_person,family_single,3_plus,F&B Eatery/Limited-Service Restaurants,Car,Car
50511,23,Young Adult,44715,Moderate,2_person,nonfamily_single,0,F&B Eatery/Full-Service Restaurants,Walking,Walking
19781,26,Young Adult,75141,High,1_person,living_alone,0,F&B Eatery/Limited-Service Restaurants,Walking,Walking
13406,77,Elderly,379006,Ultra High,1_person,living_alone,0,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
12150,27,Young Adult,0,Debt,4_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Car,Walking
5938,45,Middle Age,361008,Ultra High,2_person,married_couple,2,F&B Eatery/Limited-Service Restaurants,Walking,Car
28207,55,Senior,295198,Ultra High,1_person,living_alone,1,F&B Eatery/Limited-Service Restaurants,Public_transport,Public_transport
28451,60,Senior,122967,Ultra High,2_person,family_single,1,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
42447,30,Young Adult,31975,Moderate,3_person,married_couple,0,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
21448,73,Elderly,54853,Moderate,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
5745,26,Young Adult,38385,Moderate,2_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Public_transport,Walking
44296,64,Elderly,9899,Low,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
4027,46,Middle Age,44352,Moderate,4_person,nonfamily_single,2,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Car
66298,80,Elderly,0,Debt,6_person,married_couple,2,F&B Eatery/Limited-Service Restaurants,Car,Car
48824,42,Middle Age,38858,Moderate,2_person,nonfamily_single,2,F&B Eatery/Full-Service Restaurants,Walking,Car
17500,27,Young Adult,64406,High,2_person,nonfamily_single,2,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
47145,40,Adult,32414,Moderate,7_plus_person,married_couple,1,F&B Eatery/Drinking Places,Walking,Public_transport
8974,37,Adult,0,Debt,1_person,living_alone,0,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
38665,57,Senior,429,Low,1_person,living_alone,0,F&B Eatery/Full-Service Restaurants,Walking,Walking
21326,32,Adult,75152,High,1_person,living_alone,0,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,Walking
36731,64,Elderly,55428,Moderate,1_person,living_alone,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Public_transport
3937,20,Young Adult,6482,Low,2_person,nonfamily_single,0,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
20437,34,Adult,58588,Moderate,2_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Public_transport,Walking
17494,45,Middle Age,103051,Very High,2_person,married_couple,0,F&B Eatery/Limited-Service Restaurants,Walking,Public_transport
4414,46,Middle Age,10314,Low,3_person,married_couple,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Public_transport
55562,35,Adult,75760,High,7_plus_person,married_couple,2,F&B Eatery/Full-Service Restaurants,Walking,Walking
61686,22,Young Adult,25499,Low,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Walking,Walking
49945,32,Adult,43320,Moderate,3_person,family_single,1,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
26401,46,Middle Age,54023,Moderate,4_person,family_single,1,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
3146,61,Elderly,19288,Low,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Car,Walking
50529,55,Senior,32324,Moderate,4_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
58881,79,Elderly,42184,Moderate,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
64199,32,Adult,34350,Moderate,2_person,married_couple,2,F&B Eatery/Full-Service Restaurants,Car,Car
7507,26,Young Adult,75632,High,3_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Public_transport,Walking
49296,43,Middle Age,10101,Low,2_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Walking,Walking
43535,30,Young Adult,0,Debt,3_person,married_couple,0,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
38960,40,Adult,12323,Low,3_person,family_single,0,F&B Eatery/Full-Service Restaurants,Walking,Walking
9990,30,Young Adult,40405,Moderate,3_person,nonfamily_single,3_plus,F&B Eatery/Limited-Service Restaurants,Public_transport,Public_transport
3514,21,Young Adult,3094,Low,4_person,nonfamily_single,0,F&B Eatery/Limited-Service Restaurants,Walking,Walking
61030,40,Adult,240450,Ultra High,2_person,married_couple,0,F&B Eatery/Drinking Places,Walking,Walking
40040,45,Middle Age,1054,Low,2_person,married_couple,2,F&B Eatery/Full-Service Restaurants,Car,Car
59091,67,Elderly,10372,Low,2_person,nonfamily_single,0,F&B Eatery/Limited-Service Restaurants,Walking,Public_transport
19476,24,Young Adult,25253,Low,1_person,living_alone,0,F&B Eatery/Limited-Service Restaurants,Walking,Walking
65179,32,Adult,309435,Ultra High,1_person,living_alone,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Walking
31235,55,Senior,85423,High,2_person,married_couple,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,Public_transport
33971,29,Young Adult,134088,Ultra High,2_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Walking,Walking
36163,65,Elderly,10101,Low,4_person,family_single,2,F&B Eatery/Full-Service Restaurants,Walking,Car
50982,25,Young Adult,18367,Low,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Car,Walking
42459,84,Elderly,22223,Low,2_person,married_couple,2,F&B Eatery/Full-Service Restaurants,Car,Car
53333,52,Senior,0,Debt,3_person,married_couple,2,F&B Eatery/Limited-Service Restaurants,Car,Car
56777,54,Senior,0,Debt,4_person,married_couple,2,F&B Eatery/Full-Service Restaurants,Public_transport,Car
53380,69,Elderly,8485,Low,5_person,family_single,1,F&B Eatery/Limited-Service Restaurants,Public_transport,Public_transport
9411,19,Young Adult,6060,Low,3_person,nonfamily_single,0,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,Walking
5255,30,Young Adult,206290,Ultra High,2_person,nonfamily_single,2,F&B Eatery/Full-Service Restaurants,Car,Car
38725,39,Adult,154717,Ultra High,4_person,married_couple,2,F&B Eatery/Limited-Service Restaurants,Car,Public_transport
42418,26,Young Adult,134989,Ultra High,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Car,Walking
26624,31,Adult,236158,Ultra High,2_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Car,Walking
52827,29,Young Adult,53672,Moderate,2_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Public_transport,Walking
44876,69,Elderly,331832,Ultra High,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
15678,30,Young Adult,89679,High,1_person,living_alone,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,Walking
57010,58,Senior,19448,Low,1_person,living_alone,0,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
10046,66,Elderly,9185,Low,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Walking,Walking
1055,83,Elderly,7171,Low,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
46648,25,Young Adult,63950,High,2_person,nonfamily_single,2,F&B Eatery/Drinking Places,Car,Walking
16978,29,Young Adult,53672,Moderate,3_person,family_single,1,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
33528,22,Young Adult,33276,Moderate,3_person,nonfamily_single,2,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
1525,34,Adult,0,Debt,3_person,married_couple,1,F&B Eatery/Drinking Places,Public_transport,Public_transport
62966,63,Elderly,10314,Low,1_person,living_alone,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Walking
20043,31,Adult,120763,Ultra High,3_person,married_couple,1,F&B Eatery/Drinking Places,Walking,Walking
63657,57,Senior,126044,Ultra High,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
22208,19,Young Adult,0,Debt,2_person,family_single,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Walking
5154,64,Elderly,8372,Low,2_person,family_single,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
45662,53,Senior,58792,Moderate,5_person,family_single,2,F&B Eatery/Full-Service Restaurants,Car,Car
14126,20,Young Adult,16101,Low,4_person,nonfamily_single,0,F&B Eatery/Full-Service Restaurants,Walking,Walking
28900,77,Elderly,12881,Low,2_person,family_single,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Public_transport
5664,24,Young Adult,23986,Low,3_person,family_single,0,F&B Eatery/Limited-Service Restaurants,Walking,Walking
1806,32,Adult,9446,Low,1_person,living_alone,0,F&B Eatery/Full-Service Restaurants,Walking,Walking
49177,37,Adult,0,Debt,5_person,married_couple,3_plus,F&B Eatery/Full-Service Restaurants,Public_transport,Car
58288,22,Young Adult,10101,Low,4_person,nonfamily_single,2,F&B Eatery/Full-Service Restaurants,Car,Car
17145,21,Young Adult,0,Debt,4_person,nonfamily_single,0,F&B Eatery/Limited-Service Restaurants,Walking,Walking
48319,17,Teen,1620,Low,2_person,family_single,0,F&B Eatery/Full-Service Restaurants,Public_transport,Walking
29958,62,Elderly,15234,Low,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Walking,Walking
65808,56,Senior,8990,Low,7_plus_person,family_single,1,F&B Eatery/Drinking Places,Car,Public_transport
2970,52,Senior,19510,Low,4_person,family_single,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,Public_transport
58837,46,Middle Age,60608,High,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Car,Walking
29550,37,Adult,129656,Ultra High,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Car,Walking
39767,22,Young Adult,3094,Low,2_person,nonfamily_single,0,F&B Eatery/Drinking Places,Walking,Walking
16465,58,Senior,0,Debt,3_person,family_single,2,F&B Eatery/Full-Service Restaurants,Car,Car
493,19,Young Adult,0,Debt,3_person,nonfamily_single,0,F&B Eatery/Drinking Places,Walking,Walking
25108,34,Adult,97246,Very High,2_person,nonfamily_single,0,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
50110,64,Elderly,11777,Low,2_person,family_single,1,F&B Eatery/Drinking Places,Walking,Public_transport
41432,62,Elderly,8889,Low,7_plus_person,nonfamily_single,0,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
48348,64,Elderly,11600,Low,2_person,family_single,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Public_transport
48888,51,Senior,90913,Very High,1_person,living_alone,1,F&B Eatery/Limited-Service Restaurants,Walking,Public_transport
46569,26,Young Adult,70230,High,2_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Walking,Walking
10482,30,Young Adult,0,Debt,6_person,married_couple,1,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
28523,77,Elderly,13333,Low,2_person,family_single,0,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
32767,27,Young Adult,0,Debt,2_person,nonfamily_single,0,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
6026,21,Young Adult,0,Debt,4_person,nonfamily_single,0,F&B Eatery/Limited-Service Restaurants,Walking,Walking
23365,27,Young Adult,42184,Moderate,3_person,nonfamily_single,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,Walking
40006,29,Young Adult,52527,Moderate,2_person,married_couple,2,F&B Eatery/Full-Service Restaurants,Car,Walking
30151,48,Middle Age,69603,High,3_person,married_couple,0,F&B Eatery/Limited-Service Restaurants,Public_transport,Public_transport
30844,47,Middle Age,199070,Ultra High,3_person,married_couple,2,F&B Eatery/Limited-Service Restaurants,Car,Public_transport
62888,38,Adult,36100,Moderate,4_person,family_single,1,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
27475,62,Elderly,0,Debt,2_person,married_couple,2,F&B Eatery/Limited-Service Restaurants,Car,Car
22689,36,Adult,226919,Ultra High,6_person,married_couple,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Public_transport
53106,58,Senior,84368,High,2_person,married_couple,2,F&B Eatery/Limited-Service Restaurants,Car,Car
53555,59,Senior,142430,Ultra High,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
1384,26,Young Adult,70230,High,3_person,nonfamily_single,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,Walking
26771,72,Elderly,113136,Very High,1_person,living_alone,0,F&B Eatery/Full-Service Restaurants,Walking,Walking
20895,44,Middle Age,0,Debt,4_person,married_couple,1,F&B Eatery/Drinking Places,Public_transport,Walking
61974,29,Young Adult,52,Low,3_person,family_single,0,F&B Eatery/Limited-Service Restaurants,Walking,Walking
27414,32,Adult,30304,Moderate,3_person,family_single,0,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,Public_transport
23241,38,Adult,85610,High,2_person,family_single,2,F&B Eatery/Limited-Service Restaurants,Walking,Car
21737,26,Young Adult,37132,Moderate,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
11284,38,Adult,97987,Very High,1_person,living_alone,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Walking
53739,23,Young Adult,30943,Moderate,6_person,nonfamily_single,0,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,Walking
50825,30,Young Adult,64828,High,2_person,nonfamily_single,0,F&B Eatery/Drinking Places,Walking,Walking
23070,34,Adult,30943,Moderate,6_person,married_couple,2,F&B Eatery/Full-Service Restaurants,Walking,Car
43909,53,Senior,5050,Low,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Walking,Walking
32705,38,Adult,1620,Low,4_person,married_couple,1,F&B Eatery/Limited-Service Restaurants,Walking,Walking
35318,33,Adult,126552,Ultra High,4_person,married_couple,2,F&B Eatery/Drinking Places,Walking,Public_transport
28799,21,Young Adult,0,Debt,5_person,married_couple,2,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,Public_transport
46069,39,Adult,26836,Low,5_person,married_couple,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,Walking
63798,35,Adult,69150,High,1_person,living_alone,1,F&B Eatery/Drinking Places,Car,Walking
2722,56,Senior,9661,Low,5_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
10979,24,Young Adult,34801,Moderate,4_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Car,Walking
