id,age,individual_income,household_size,family_structure,vehicles,description
Person_2.448535250358194e+17,54,0,4_person,married_couple,2,"A 54 year old person, living in a married_couple family with 4_person members. The person has 2 vehicles and an annual income of 0 dollars."
Person_1.5013334280448176e+19,23,50507,4_person,nonfamily_single,2,"A 23 year old person, living in a nonfamily_single family with 4_person members. The person has 2 vehicles and an annual income of 50507 dollars."
Person_1.5097421240128915e+19,62,103145,2_person,married_couple,2,"A 62 year old person, living in a married_couple family with 2_person members. The person has 2 vehicles and an annual income of 103145 dollars."
Person_1.6758875072511873e+19,42,26836,6_person,married_couple,3_plus,"A 42 year old person, living in a married_couple family with 6_person members. The person has 3_plus vehicles and an annual income of 26836 dollars."
Person_1.3015029163221018e+18,25,82259,3_person,nonfamily_single,2,"A 25 year old person, living in a nonfamily_single family with 3_person members. The person has 2 vehicles and an annual income of 82259 dollars."
Person_5.135436199063312e+18,16,0,3_person,family_single,2,"A 16 year old person, living in a family_single family with 3_person members. The person has 2 vehicles and an annual income of 0 dollars."
Person_1.6696286622168232e+19,21,0,3_person,married_couple,2,"A 21 year old person, living in a married_couple family with 3_person members. The person has 2 vehicles and an annual income of 0 dollars."
Person_8.087995398757763e+17,34,40405,4_person,married_couple,1,"A 34 year old person, living in a married_couple family with 4_person members. The person has 1 vehicles and an annual income of 40405 dollars."
Person_1.2019450705076388e+19,66,9491,1_person,living_alone,0,"A 66 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 9491 dollars."
Person_5.753821105578652e+18,88,51263,2_person,married_couple,0,"A 88 year old person, living in a married_couple family with 2_person members. The person has 0 vehicles and an annual income of 51263 dollars."
Person_6.976086373915017e+18,20,12377,3_person,nonfamily_single,0,"A 20 year old person, living in a nonfamily_single family with 3_person members. The person has 0 vehicles and an annual income of 12377 dollars."
Person_1.0152857555130687e+19,61,0,1_person,living_alone,1,"A 61 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 0 dollars."
Person_1.2244273262536088e+19,65,58108,2_person,married_couple,2,"A 65 year old person, living in a married_couple family with 2_person members. The person has 2 vehicles and an annual income of 58108 dollars."
Person_9.550515739709802e+18,43,37570,6_person,married_couple,1,"A 43 year old person, living in a married_couple family with 6_person members. The person has 1 vehicles and an annual income of 37570 dollars."
Person_2.3419822548414064e+16,29,64621,1_person,living_alone,1,"A 29 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 64621 dollars."
Person_1.2120890043478491e+19,45,45456,3_person,nonfamily_single,3_plus,"A 45 year old person, living in a nonfamily_single family with 3_person members. The person has 3_plus vehicles and an annual income of 45456 dollars."
Person_1.5824490855283251e+19,88,257323,2_person,married_couple,0,"A 88 year old person, living in a married_couple family with 2_person members. The person has 0 vehicles and an annual income of 257323 dollars."
Person_7.646931215736285e+18,74,20248,3_person,family_single,0,"A 74 year old person, living in a family_single family with 3_person members. The person has 0 vehicles and an annual income of 20248 dollars."
Person_7.409833674404891e+17,44,20881,3_person,married_couple,1,"A 44 year old person, living in a married_couple family with 3_person members. The person has 1 vehicles and an annual income of 20881 dollars."
Person_3.143424673927809e+17,37,0,4_person,family_single,0,"A 37 year old person, living in a family_single family with 4_person members. The person has 0 vehicles and an annual income of 0 dollars."
Person_5.346498065269284e+18,36,10372,7_plus_person,family_single,2,"A 36 year old person, living in a family_single family with 7_plus_person members. The person has 2 vehicles and an annual income of 10372 dollars."
Person_1.3440014668275544e+19,66,146471,1_person,living_alone,1,"A 66 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 146471 dollars."
Person_1.6727979377688314e+19,25,77781,5_person,nonfamily_single,1,"A 25 year old person, living in a nonfamily_single family with 5_person members. The person has 1 vehicles and an annual income of 77781 dollars."
Person_5.759416724449921e+18,27,87673,1_person,living_alone,1,"A 27 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 87673 dollars."
Person_1.3305947277325978e+19,22,12965,5_person,nonfamily_single,1,"A 22 year old person, living in a nonfamily_single family with 5_person members. The person has 1 vehicles and an annual income of 12965 dollars."
Person_1.6618118215645612e+19,36,595338,1_person,living_alone,0,"A 36 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 595338 dollars."
Person_2.9109937447638e+18,54,19448,7_plus_person,married_couple,2,"A 54 year old person, living in a married_couple family with 7_plus_person members. The person has 2 vehicles and an annual income of 19448 dollars."
Person_7.382229231725216e+18,21,0,2_person,nonfamily_single,0,"A 21 year old person, living in a nonfamily_single family with 2_person members. The person has 0 vehicles and an annual income of 0 dollars."
Person_2.703480938157533e+18,36,42401,2_person,married_couple,2,"A 36 year old person, living in a married_couple family with 2_person members. The person has 2 vehicles and an annual income of 42401 dollars."
Person_2.8547987841141105e+18,30,47540,2_person,married_couple,1,"A 30 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 47540 dollars."
Person_1.733622189327774e+19,18,0,3_person,family_single,0,"A 18 year old person, living in a family_single family with 3_person members. The person has 0 vehicles and an annual income of 0 dollars."
Person_1.2755562908315562e+19,37,41024,2_person,family_single,0,"A 37 year old person, living in a family_single family with 2_person members. The person has 0 vehicles and an annual income of 41024 dollars."
Person_1.0048722183318026e+19,21,17273,5_person,nonfamily_single,0,"A 21 year old person, living in a nonfamily_single family with 5_person members. The person has 0 vehicles and an annual income of 17273 dollars."
Person_1.838787093401515e+19,25,103145,2_person,nonfamily_single,1,"A 25 year old person, living in a nonfamily_single family with 2_person members. The person has 1 vehicles and an annual income of 103145 dollars."
Person_1.1389131347311313e+19,39,123446,4_person,married_couple,2,"A 39 year old person, living in a married_couple family with 4_person members. The person has 2 vehicles and an annual income of 123446 dollars."
Person_7.937415820294495e+18,68,8889,7_plus_person,nonfamily_single,0,"A 68 year old person, living in a nonfamily_single family with 7_plus_person members. The person has 0 vehicles and an annual income of 8889 dollars."
Person_4.3122660171462415e+18,36,214689,4_person,married_couple,1,"A 36 year old person, living in a married_couple family with 4_person members. The person has 1 vehicles and an annual income of 214689 dollars."
Person_4.14447735413175e+18,34,71921,1_person,living_alone,1,"A 34 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 71921 dollars."
Person_6.53540663521365e+18,48,108047,2_person,married_couple,1,"A 48 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 108047 dollars."
Person_5.4417170967428864e+17,33,129716,2_person,family_single,1,"A 33 year old person, living in a family_single family with 2_person members. The person has 1 vehicles and an annual income of 129716 dollars."
Person_1.169383651805675e+19,39,32414,3_person,married_couple,1,"A 39 year old person, living in a married_couple family with 3_person members. The person has 1 vehicles and an annual income of 32414 dollars."
Person_9.86855430277569e+18,40,34350,4_person,family_single,0,"A 40 year old person, living in a family_single family with 4_person members. The person has 0 vehicles and an annual income of 34350 dollars."
Person_1.213683572580063e+19,28,270117,2_person,family_single,1,"A 28 year old person, living in a family_single family with 2_person members. The person has 1 vehicles and an annual income of 270117 dollars."
Person_1.1034514087390897e+18,26,0,3_person,family_single,1,"A 26 year old person, living in a family_single family with 3_person members. The person has 1 vehicles and an annual income of 0 dollars."
Person_7.474270263983382e+17,34,7220,3_person,married_couple,1,"A 34 year old person, living in a married_couple family with 3_person members. The person has 1 vehicles and an annual income of 7220 dollars."
Person_6.734018293969027e+18,64,21247,4_person,nonfamily_single,0,"A 64 year old person, living in a nonfamily_single family with 4_person members. The person has 0 vehicles and an annual income of 21247 dollars."
Person_8.717109161891187e+17,22,45456,4_person,nonfamily_single,2,"A 22 year old person, living in a nonfamily_single family with 4_person members. The person has 2 vehicles and an annual income of 45456 dollars."
Person_1.6416438325324843e+19,35,8687,4_person,family_single,1,"A 35 year old person, living in a family_single family with 4_person members. The person has 1 vehicles and an annual income of 8687 dollars."
Person_6.780364553927163e+18,69,95925,2_person,married_couple,2,"A 69 year old person, living in a married_couple family with 2_person members. The person has 2 vehicles and an annual income of 95925 dollars."
Person_6.630649682305337e+18,58,0,4_person,married_couple,1,"A 58 year old person, living in a married_couple family with 4_person members. The person has 1 vehicles and an annual income of 0 dollars."
Person_1.0967230750168068e+19,73,13920,1_person,living_alone,1,"A 73 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 13920 dollars."
Person_1.3970223714876336e+19,27,40791,2_person,nonfamily_single,1,"A 27 year old person, living in a nonfamily_single family with 2_person members. The person has 1 vehicles and an annual income of 40791 dollars."
Person_3.0285738036378813e+18,33,92943,2_person,nonfamily_single,1,"A 33 year old person, living in a nonfamily_single family with 2_person members. The person has 1 vehicles and an annual income of 92943 dollars."
Person_2.3544424844647987e+18,57,139763,4_person,married_couple,2,"A 57 year old person, living in a married_couple family with 4_person members. The person has 2 vehicles and an annual income of 139763 dollars."
Person_1.1464648913238438e+18,30,46415,2_person,married_couple,1,"A 30 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 46415 dollars."
Person_1.334914825820808e+19,49,3636,5_person,married_couple,3_plus,"A 49 year old person, living in a married_couple family with 5_person members. The person has 3_plus vehicles and an annual income of 3636 dollars."
Person_6.398164561225462e+18,37,0,4_person,family_single,0,"A 37 year old person, living in a family_single family with 4_person members. The person has 0 vehicles and an annual income of 0 dollars."
Person_1.6187987903256668e+19,32,61167,1_person,living_alone,0,"A 32 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 61167 dollars."
Person_2.115326384001876e+18,73,10734,3_person,married_couple,1,"A 73 year old person, living in a married_couple family with 3_person members. The person has 1 vehicles and an annual income of 10734 dollars."
Person_1.4677273323967152e+19,52,12760,4_person,family_single,1,"A 52 year old person, living in a family_single family with 4_person members. The person has 1 vehicles and an annual income of 12760 dollars."
Person_6.663277048475791e+18,80,4950,1_person,living_alone,0,"A 80 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 4950 dollars."
Person_1.4478627621185362e+19,81,7909,2_person,married_couple,1,"A 81 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 7909 dollars."
Person_1.3317118788676487e+19,34,47274,4_person,nonfamily_single,2,"A 34 year old person, living in a nonfamily_single family with 4_person members. The person has 2 vehicles and an annual income of 47274 dollars."
Person_1.3886716428090198e+19,30,60112,2_person,nonfamily_single,1,"A 30 year old person, living in a nonfamily_single family with 2_person members. The person has 1 vehicles and an annual income of 60112 dollars."
Person_2.510617954378842e+18,48,0,3_person,family_single,2,"A 48 year old person, living in a family_single family with 3_person members. The person has 2 vehicles and an annual income of 0 dollars."
Person_1.5454179178424496e+19,28,101014,2_person,nonfamily_single,1,"A 28 year old person, living in a nonfamily_single family with 2_person members. The person has 1 vehicles and an annual income of 101014 dollars."
Person_4.2747387929120256e+17,40,80811,1_person,living_alone,1,"A 40 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 80811 dollars."
Person_1.4740232497404672e+19,62,74349,2_person,married_couple,1,"A 62 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 74349 dollars."
Person_1.4403995405459108e+19,64,6095,5_person,family_single,1,"A 64 year old person, living in a family_single family with 5_person members. The person has 1 vehicles and an annual income of 6095 dollars."
Person_1.208845667961916e+19,26,100483,2_person,nonfamily_single,2,"A 26 year old person, living in a nonfamily_single family with 2_person members. The person has 2 vehicles and an annual income of 100483 dollars."
Person_5.41129307265518e+18,30,31638,4_person,nonfamily_single,1,"A 30 year old person, living in a nonfamily_single family with 4_person members. The person has 1 vehicles and an annual income of 31638 dollars."
Person_1.0133671356635896e+19,70,12121,1_person,living_alone,0,"A 70 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 12121 dollars."
Person_1.69293525929615e+19,80,8889,7_plus_person,nonfamily_single,0,"A 80 year old person, living in a nonfamily_single family with 7_plus_person members. The person has 0 vehicles and an annual income of 8889 dollars."
Person_2.4606057464208845e+18,60,54666,3_person,married_couple,1,"A 60 year old person, living in a married_couple family with 3_person members. The person has 1 vehicles and an annual income of 54666 dollars."
Person_1.609831736707981e+19,40,183559,1_person,living_alone,1,"A 40 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 183559 dollars."
Person_1.0290275950066264e+19,45,12121,3_person,family_single,0,"A 45 year old person, living in a family_single family with 3_person members. The person has 0 vehicles and an annual income of 12121 dollars."
Person_4.607273830706455e+18,71,973278,1_person,living_alone,0,"A 71 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 973278 dollars."
Person_3.2841931220536776e+18,30,12209,2_person,married_couple,0,"A 30 year old person, living in a married_couple family with 2_person members. The person has 0 vehicles and an annual income of 12209 dollars."
Person_9.653345123266253e+18,29,0,3_person,nonfamily_single,0,"A 29 year old person, living in a nonfamily_single family with 3_person members. The person has 0 vehicles and an annual income of 0 dollars."
Person_6.634131282441313e+17,26,31638,2_person,nonfamily_single,1,"A 26 year old person, living in a nonfamily_single family with 2_person members. The person has 1 vehicles and an annual income of 31638 dollars."
Person_1.5479920568582528e+18,63,361008,2_person,married_couple,0,"A 63 year old person, living in a married_couple family with 2_person members. The person has 0 vehicles and an annual income of 361008 dollars."
Person_1.2899604065349563e+18,33,128813,1_person,living_alone,1,"A 33 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 128813 dollars."
Person_3.924244637765218e+18,33,101014,4_person,married_couple,2,"A 33 year old person, living in a married_couple family with 4_person members. The person has 2 vehicles and an annual income of 101014 dollars."
Person_7.020075904508951e+18,58,20248,2_person,married_couple,2,"A 58 year old person, living in a married_couple family with 2_person members. The person has 2 vehicles and an annual income of 20248 dollars."
Person_1.413796906731422e+19,55,263651,1_person,living_alone,1,"A 55 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 263651 dollars."
Person_1.0553683590340026e+19,43,427291,3_person,married_couple,0,"A 43 year old person, living in a married_couple family with 3_person members. The person has 0 vehicles and an annual income of 427291 dollars."
Person_1.4745117651548807e+19,60,34801,2_person,family_single,1,"A 60 year old person, living in a family_single family with 2_person members. The person has 1 vehicles and an annual income of 34801 dollars."
Person_1.6081067727313678e+19,30,97242,4_person,married_couple,1,"A 30 year old person, living in a married_couple family with 4_person members. The person has 1 vehicles and an annual income of 97242 dollars."
Person_1.5970483692108474e+19,39,110733,4_person,married_couple,1,"A 39 year old person, living in a married_couple family with 4_person members. The person has 1 vehicles and an annual income of 110733 dollars."
Person_7.987313088284036e+18,57,125257,2_person,nonfamily_single,2,"A 57 year old person, living in a nonfamily_single family with 2_person members. The person has 2 vehicles and an annual income of 125257 dollars."
Person_3.145828470374291e+18,42,9508,4_person,married_couple,2,"A 42 year old person, living in a married_couple family with 4_person members. The person has 2 vehicles and an annual income of 9508 dollars."
Person_1.1589135015832828e+19,52,0,7_plus_person,married_couple,3_plus,"A 52 year old person, living in a married_couple family with 7_plus_person members. The person has 3_plus vehicles and an annual income of 0 dollars."
Person_8.245917085904045e+18,30,5402,1_person,living_alone,0,"A 30 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 5402 dollars."
Person_2.526453435318128e+18,74,18785,2_person,family_single,1,"A 74 year old person, living in a family_single family with 2_person members. The person has 1 vehicles and an annual income of 18785 dollars."
Person_2.761999862810969e+18,18,0,5_person,family_single,0,"A 18 year old person, living in a family_single family with 5_person members. The person has 0 vehicles and an annual income of 0 dollars."
Person_2.4823091468636483e+18,35,92830,3_person,married_couple,1,"A 35 year old person, living in a married_couple family with 3_person members. The person has 1 vehicles and an annual income of 92830 dollars."
Person_1.6167971072488088e+19,49,8990,7_plus_person,married_couple,1,"A 49 year old person, living in a married_couple family with 7_plus_person members. The person has 1 vehicles and an annual income of 8990 dollars."
Person_1.0742300057858611e+19,45,80811,2_person,married_couple,1,"A 45 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 80811 dollars."
Person_6.028048422074018e+18,25,22728,6_person,nonfamily_single,1,"A 25 year old person, living in a nonfamily_single family with 6_person members. The person has 1 vehicles and an annual income of 22728 dollars."
Person_1.3638007437656762e+19,30,32414,2_person,family_single,1,"A 30 year old person, living in a family_single family with 2_person members. The person has 1 vehicles and an annual income of 32414 dollars."
Person_6.089876816686373e+18,25,9179,2_person,nonfamily_single,0,"A 25 year old person, living in a nonfamily_single family with 2_person members. The person has 0 vehicles and an annual income of 9179 dollars."
Person_5.72696111255003e+18,33,2475,4_person,married_couple,1,"A 33 year old person, living in a married_couple family with 4_person members. The person has 1 vehicles and an annual income of 2475 dollars."
Person_2.6239099567055155e+18,49,96496,3_person,married_couple,2,"A 49 year old person, living in a married_couple family with 3_person members. The person has 2 vehicles and an annual income of 96496 dollars."
Person_1.2675860501333885e+19,89,9076,1_person,living_alone,0,"A 89 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 9076 dollars."
Person_2.641154609341569e+18,26,31638,2_person,nonfamily_single,1,"A 26 year old person, living in a nonfamily_single family with 2_person members. The person has 1 vehicles and an annual income of 31638 dollars."
Person_1.1053492097583968e+19,69,96269,1_person,living_alone,1,"A 69 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 96269 dollars."
Person_8.152831461701068e+18,16,0,3_person,married_couple,1,"A 16 year old person, living in a married_couple family with 3_person members. The person has 1 vehicles and an annual income of 0 dollars."
Person_1.5290866003409764e+19,25,15028,4_person,married_couple,2,"A 25 year old person, living in a married_couple family with 4_person members. The person has 2 vehicles and an annual income of 15028 dollars."
Person_6.067705709269845e+18,26,81204,2_person,nonfamily_single,1,"A 26 year old person, living in a nonfamily_single family with 2_person members. The person has 1 vehicles and an annual income of 81204 dollars."
Person_9.853805892330131e+18,25,5903,4_person,nonfamily_single,0,"A 25 year old person, living in a nonfamily_single family with 4_person members. The person has 0 vehicles and an annual income of 5903 dollars."
Person_5.466848732032353e+18,26,62667,3_person,nonfamily_single,1,"A 26 year old person, living in a nonfamily_single family with 3_person members. The person has 1 vehicles and an annual income of 62667 dollars."
Person_5.144039827634586e+18,71,15672,2_person,married_couple,0,"A 71 year old person, living in a married_couple family with 2_person members. The person has 0 vehicles and an annual income of 15672 dollars."
Person_9.127307500399734e+18,18,0,3_person,family_single,0,"A 18 year old person, living in a family_single family with 3_person members. The person has 0 vehicles and an annual income of 0 dollars."
Person_7.492082621696762e+18,39,111115,7_plus_person,married_couple,1,"A 39 year old person, living in a married_couple family with 7_plus_person members. The person has 1 vehicles and an annual income of 111115 dollars."
Person_1.4213593359902308e+19,42,0,4_person,married_couple,2,"A 42 year old person, living in a married_couple family with 4_person members. The person has 2 vehicles and an annual income of 0 dollars."
Person_1.1382766689615403e+19,21,12121,4_person,nonfamily_single,0,"A 21 year old person, living in a nonfamily_single family with 4_person members. The person has 0 vehicles and an annual income of 12121 dollars."
Person_9.269974523336714e+18,43,947904,3_person,family_single,2,"A 43 year old person, living in a family_single family with 3_person members. The person has 2 vehicles and an annual income of 947904 dollars."
Person_1.2935987586602449e+19,28,37375,2_person,nonfamily_single,0,"A 28 year old person, living in a nonfamily_single family with 2_person members. The person has 0 vehicles and an annual income of 37375 dollars."
Person_6.591370053444356e+18,39,0,3_person,family_single,0,"A 39 year old person, living in a family_single family with 3_person members. The person has 0 vehicles and an annual income of 0 dollars."
Person_1.5679480203241796e+19,74,12377,2_person,married_couple,2,"A 74 year old person, living in a married_couple family with 2_person members. The person has 2 vehicles and an annual income of 12377 dollars."
Person_1.250638459476621e+19,39,0,4_person,married_couple,1,"A 39 year old person, living in a married_couple family with 4_person members. The person has 1 vehicles and an annual income of 0 dollars."
Person_5.749553361659547e+18,42,63276,2_person,married_couple,2,"A 42 year old person, living in a married_couple family with 2_person members. The person has 2 vehicles and an annual income of 63276 dollars."
Person_1.255081492635327e+19,32,257863,2_person,nonfamily_single,2,"A 32 year old person, living in a nonfamily_single family with 2_person members. The person has 2 vehicles and an annual income of 257863 dollars."
Person_1.776041642877362e+19,80,10048,3_person,married_couple,1,"A 80 year old person, living in a married_couple family with 3_person members. The person has 1 vehicles and an annual income of 10048 dollars."
Person_3.6879203884944886e+18,20,0,3_person,nonfamily_single,0,"A 20 year old person, living in a nonfamily_single family with 3_person members. The person has 0 vehicles and an annual income of 0 dollars."
Person_1.0042779863523529e+19,51,38387,3_person,married_couple,1,"A 51 year old person, living in a married_couple family with 3_person members. The person has 1 vehicles and an annual income of 38387 dollars."
Person_2.320230294610451e+18,42,2593,7_plus_person,family_single,2,"A 42 year old person, living in a family_single family with 7_plus_person members. The person has 2 vehicles and an annual income of 2593 dollars."
Person_1.4523926379001434e+18,48,22223,3_person,married_couple,0,"A 48 year old person, living in a married_couple family with 3_person members. The person has 0 vehicles and an annual income of 22223 dollars."
Person_3.1260396308750643e+18,42,39597,2_person,nonfamily_single,2,"A 42 year old person, living in a nonfamily_single family with 2_person members. The person has 2 vehicles and an annual income of 39597 dollars."
Person_1.5663972210261582e+19,64,8664,1_person,living_alone,0,"A 64 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 8664 dollars."
Person_1.3130927318655089e+19,73,10734,3_person,married_couple,1,"A 73 year old person, living in a married_couple family with 3_person members. The person has 1 vehicles and an annual income of 10734 dollars."
Person_1.5621741157525166e+19,30,75760,3_person,married_couple,3_plus,"A 30 year old person, living in a married_couple family with 3_person members. The person has 3_plus vehicles and an annual income of 75760 dollars."
Person_7.002558450787813e+18,86,15126,1_person,living_alone,1,"A 86 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 15126 dollars."
Person_4.552508868169424e+18,56,19899,1_person,living_alone,1,"A 56 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 19899 dollars."
Person_1.56195999208817e+18,42,61588,6_person,married_couple,2,"A 42 year old person, living in a married_couple family with 6_person members. The person has 2 vehicles and an annual income of 61588 dollars."
Person_8.440089706747276e+17,24,41258,6_person,nonfamily_single,3_plus,"A 24 year old person, living in a nonfamily_single family with 6_person members. The person has 3_plus vehicles and an annual income of 41258 dollars."
Person_5.395304986359441e+18,70,106093,2_person,married_couple,1,"A 70 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 106093 dollars."
Person_9.910068100218776e+18,33,51572,2_person,nonfamily_single,0,"A 33 year old person, living in a nonfamily_single family with 2_person members. The person has 0 vehicles and an annual income of 51572 dollars."
Person_1.0670756489458664e+18,85,21935,2_person,married_couple,1,"A 85 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 21935 dollars."
Person_7.564782249592764e+17,69,71743,2_person,married_couple,2,"A 69 year old person, living in a married_couple family with 2_person members. The person has 2 vehicles and an annual income of 71743 dollars."
Person_2.7383680936404244e+18,79,0,2_person,married_couple,0,"A 79 year old person, living in a married_couple family with 2_person members. The person has 0 vehicles and an annual income of 0 dollars."
Person_3.296436594150445e+17,37,216604,4_person,married_couple,1,"A 37 year old person, living in a married_couple family with 4_person members. The person has 1 vehicles and an annual income of 216604 dollars."
Person_1.5406046936723917e+19,25,5050,4_person,family_single,1,"A 25 year old person, living in a family_single family with 4_person members. The person has 1 vehicles and an annual income of 5050 dollars."
Person_1.0980550371115908e+18,31,18566,3_person,family_single,1,"A 31 year old person, living in a family_single family with 3_person members. The person has 1 vehicles and an annual income of 18566 dollars."
Person_1.3654990370068865e+19,65,175346,1_person,living_alone,1,"A 65 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 175346 dollars."
Person_1.1258779183672846e+19,70,8909,2_person,married_couple,1,"A 70 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 8909 dollars."
Person_4.759858339645782e+18,60,2146,6_person,married_couple,0,"A 60 year old person, living in a married_couple family with 6_person members. The person has 0 vehicles and an annual income of 2146 dollars."
Person_1.115106951799119e+19,31,67044,2_person,nonfamily_single,2,"A 31 year old person, living in a nonfamily_single family with 2_person members. The person has 2 vehicles and an annual income of 67044 dollars."
Person_5.09850635689209e+17,31,75760,4_person,nonfamily_single,0,"A 31 year old person, living in a nonfamily_single family with 4_person members. The person has 0 vehicles and an annual income of 75760 dollars."
Person_1.407546735117838e+19,38,190311,1_person,living_alone,1,"A 38 year old person, living in a living_alone family with 1_person members. The person has 1 vehicles and an annual income of 190311 dollars."
Person_7.206571139506577e+18,31,78791,3_person,family_single,3_plus,"A 31 year old person, living in a family_single family with 3_person members. The person has 3_plus vehicles and an annual income of 78791 dollars."
Person_3.0242588970131256e+18,22,42138,6_person,married_couple,3_plus,"A 22 year old person, living in a married_couple family with 6_person members. The person has 3_plus vehicles and an annual income of 42138 dollars."
Person_5.233321194342665e+18,18,8858,2_person,family_single,1,"A 18 year old person, living in a family_single family with 2_person members. The person has 1 vehicles and an annual income of 8858 dollars."
Person_6.560869858584433e+18,23,0,7_plus_person,family_single,1,"A 23 year old person, living in a family_single family with 7_plus_person members. The person has 1 vehicles and an annual income of 0 dollars."
Person_6.762155440608415e+18,27,54023,2_person,married_couple,0,"A 27 year old person, living in a married_couple family with 2_person members. The person has 0 vehicles and an annual income of 54023 dollars."
Person_3.653712829653903e+18,32,121217,2_person,married_couple,1,"A 32 year old person, living in a married_couple family with 2_person members. The person has 1 vehicles and an annual income of 121217 dollars."
Person_1.5999021937170268e+19,54,14869,1_person,living_alone,0,"A 54 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 14869 dollars."
Person_1.1866901592344386e+19,69,10546,1_person,living_alone,0,"A 69 year old person, living in a living_alone family with 1_person members. The person has 0 vehicles and an annual income of 10546 dollars."
