id,target_amenity,mode,distance_miles,duration_minutes,location_name,description
Internsion_1.583692655988394e+19,F&B Eatery/Full-Service Restaurants,Walking,0.1046760696709546,2.0,Master Wok,"This person goes to Master Wok by Walking, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.1046760696709546 miles. It takes 2.0 minutes."
Internsion_1.7102806440995793e+19,F&B Eatery/Full-Service Restaurants,Public_transport,5.301425316981685,45.0,Thornton's Fenway Grille,"This person goes to Thornton's Fenway Grille by Public_transport, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 5.301425316981685 miles. It takes 45.0 minutes."
Internsion_1.4032902479480474e+18,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,3.257705880726958,31.0,WFM Coffee Bar,"This person goes to WFM Coffee Bar by Public_transport, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 3.257705880726958 miles. It takes 31.0 minutes."
Internsion_1.0294482902006696e+19,F&B Eatery/Limited-Service Restaurants,Car,0.5304358754824048,2.0,Seven Subs,"This person goes to Seven Subs by Car, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 0.5304358754824048 miles. It takes 2.0 minutes."
Internsion_7.126013631366736e+18,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,0.8916440296574794,8.0,Dunkin',"This person goes to Dunkin' by Public_transport, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 0.8916440296574794 miles. It takes 8.0 minutes."
Internsion_1.2481568530525696e+19,F&B Eatery/Drinking Places,Car,0.700811183518226,1.0,Worden Hall,"This person goes to Worden Hall by Car, this place is in the amenity category of F&B Eatery/Drinking Places. The distance is 0.700811183518226 miles. It takes 1.0 minutes."
Internsion_1.193814093637913e+19,F&B Eatery/Full-Service Restaurants,Car,4.2356211908608055,13.0,Dillon's,"This person goes to Dillon's by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 4.2356211908608055 miles. It takes 13.0 minutes."
Internsion_1.2987512422979109e+19,F&B Eatery/Full-Service Restaurants,Walking,0.0771374569556369,1.0,Tavern In The Square,"This person goes to Tavern In The Square by Walking, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.0771374569556369 miles. It takes 1.0 minutes."
Internsion_8.689943833695275e+18,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,2.342123340714702,20.0,The Well Coffee House,"This person goes to The Well Coffee House by Public_transport, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 2.342123340714702 miles. It takes 20.0 minutes."
Internsion_1.7386230337946749e+19,F&B Eatery/Full-Service Restaurants,Public_transport,2.6763984522584114,20.0,Cappy's Pizza & Subs,"This person goes to Cappy's Pizza & Subs by Public_transport, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 2.6763984522584114 miles. It takes 20.0 minutes."
Internsion_7.625019631601734e+18,F&B Eatery/Limited-Service Restaurants,Car,8.534450167123678,20.0,McDonald's,"This person goes to McDonald's by Car, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 8.534450167123678 miles. It takes 20.0 minutes."
Internsion_1.313271774914655e+18,F&B Eatery/Full-Service Restaurants,Walking,0.9579888142848426,18.0,P.F. Chang's China Bistro,"This person goes to P.F. Chang's China Bistro by Walking, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.9579888142848426 miles. It takes 18.0 minutes."
Internsion_9.79412448168221e+18,F&B Eatery/Full-Service Restaurants,Car,0.4953627536298949,1.0,The Momo Company,"This person goes to The Momo Company by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.4953627536298949 miles. It takes 1.0 minutes."
Internsion_5.667231440706414e+18,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,0.4675598942617087,1.0,Tipping Cow Homemade Ice Cream,"This person goes to Tipping Cow Homemade Ice Cream by Car, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 0.4675598942617087 miles. It takes 1.0 minutes."
Internsion_3.584032202674716e+18,F&B Eatery/Full-Service Restaurants,Car,1.1452701884287508,2.0,Tremont House Of Pizza,"This person goes to Tremont House Of Pizza by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 1.1452701884287508 miles. It takes 2.0 minutes."
Internsion_1.6808977411221688e+19,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,1.047805771313116,5.0,Panera Bread,"This person goes to Panera Bread by Car, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 1.047805771313116 miles. It takes 5.0 minutes."
Internsion_1.2483645294871448e+19,F&B Eatery/Full-Service Restaurants,Walking,0.0242990119732309,0.0,Waitlist,"This person goes to Waitlist by Walking, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.0242990119732309 miles. It takes 0.0 minutes."
Internsion_1.2818562647722514e+19,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,1.804717783030979,34.0,Starbucks,"This person goes to Starbucks by Walking, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 1.804717783030979 miles. It takes 34.0 minutes."
Internsion_1.4102223438288044e+19,F&B Eatery/Drinking Places,Car,4.277093953436792,20.0,Bleacher Bar,"This person goes to Bleacher Bar by Car, this place is in the amenity category of F&B Eatery/Drinking Places. The distance is 4.277093953436792 miles. It takes 20.0 minutes."
Internsion_2.6308669502315808e+17,F&B Eatery/Full-Service Restaurants,Car,4.271194477220389,12.0,Foumami,"This person goes to Foumami by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 4.271194477220389 miles. It takes 12.0 minutes."
Internsion_1.7012925260239495e+19,F&B Eatery/Full-Service Restaurants,Walking,0.9439253823669512,18.0,Sapporo Ramen,"This person goes to Sapporo Ramen by Walking, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.9439253823669512 miles. It takes 18.0 minutes."
Internsion_7.107730447972632e+18,F&B Eatery/Limited-Service Restaurants,Car,5.292580762962779,22.0,Black Seed Cafe & Grill,"This person goes to Black Seed Cafe & Grill by Car, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 5.292580762962779 miles. It takes 22.0 minutes."
Internsion_3.098429050425769e+18,F&B Eatery/Full-Service Restaurants,Walking,0.5449893457711776,10.0,Maya Sol Mexican Grill,"This person goes to Maya Sol Mexican Grill by Walking, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.5449893457711776 miles. It takes 10.0 minutes."
Internsion_8.035423346063405e+18,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,1.7326384247842543,7.0,Blackbird Doughnuts,"This person goes to Blackbird Doughnuts by Car, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 1.7326384247842543 miles. It takes 7.0 minutes."
Internsion_1.1643483112540848e+19,F&B Eatery/Full-Service Restaurants,Public_transport,4.874316345282574,36.0,Lotus Xpress,"This person goes to Lotus Xpress by Public_transport, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 4.874316345282574 miles. It takes 36.0 minutes."
Internsion_1.299659759051831e+19,F&B Eatery/Limited-Service Restaurants,Walking,0.0743190652680998,1.0,Subway,"This person goes to Subway by Walking, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 0.0743190652680998 miles. It takes 1.0 minutes."
Internsion_1.4774419794757294e+18,F&B Eatery/Drinking Places,Public_transport,2.619662686627584,29.0,French Quarter,"This person goes to French Quarter by Public_transport, this place is in the amenity category of F&B Eatery/Drinking Places. The distance is 2.619662686627584 miles. It takes 29.0 minutes."
Internsion_1.4919022190060591e+19,F&B Eatery/Full-Service Restaurants,Walking,0.0800117969893364,1.0,Lotus Xpress,"This person goes to Lotus Xpress by Walking, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.0800117969893364 miles. It takes 1.0 minutes."
Internsion_1.2094828634838364e+19,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,0.5683469892476587,5.0,Dunkin',"This person goes to Dunkin' by Public_transport, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 0.5683469892476587 miles. It takes 5.0 minutes."
Internsion_1.001944246394703e+19,F&B Eatery/Limited-Service Restaurants,Public_transport,0.8003424981148803,5.0,Banh Mi Huong Que,"This person goes to Banh Mi Huong Que by Public_transport, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 0.8003424981148803 miles. It takes 5.0 minutes."
Internsion_1.522892963259679e+19,F&B Eatery/Full-Service Restaurants,Car,15.351110760681095,48.0,Angela's Cafe Orient Heights,"This person goes to Angela's Cafe Orient Heights by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 15.351110760681095 miles. It takes 48.0 minutes."
Internsion_2.60224041356997e+18,F&B Eatery/Limited-Service Restaurants,Car,4.709954375650463,9.0,Au Bon Pain,"This person goes to Au Bon Pain by Car, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 4.709954375650463 miles. It takes 9.0 minutes."
Internsion_1.7278344531578675e+19,F&B Eatery/Drinking Places,Car,1.2290630663163824,3.0,Beacon Hill Pub,"This person goes to Beacon Hill Pub by Car, this place is in the amenity category of F&B Eatery/Drinking Places. The distance is 1.2290630663163824 miles. It takes 3.0 minutes."
Internsion_8.403416480548667e+18,F&B Eatery/Full-Service Restaurants,Walking,0.56895681152384,10.0,Ghost King Thai,"This person goes to Ghost King Thai by Walking, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.56895681152384 miles. It takes 10.0 minutes."
Internsion_9.564369688790606e+17,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,0.2071568935975551,4.0,Juice Press,"This person goes to Juice Press by Walking, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 0.2071568935975551 miles. It takes 4.0 minutes."
Internsion_1.1147720844921557e+19,F&B Eatery/Full-Service Restaurants,Walking,0.0265970028997109,0.0,The Brookline Spa Three Squares,"This person goes to The Brookline Spa Three Squares by Walking, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.0265970028997109 miles. It takes 0.0 minutes."
Internsion_7.895524884512711e+18,F&B Eatery/Full-Service Restaurants,Car,1.4401677184092232,4.0,Nubian Square Grill,"This person goes to Nubian Square Grill by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 1.4401677184092232 miles. It takes 4.0 minutes."
Internsion_1.8109034184400497e+19,F&B Eatery/Limited-Service Restaurants,Walking,0.5118916326606877,10.0,Subway,"This person goes to Subway by Walking, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 0.5118916326606877 miles. It takes 10.0 minutes."
Internsion_8.02103162551091e+18,F&B Eatery/Full-Service Restaurants,Public_transport,3.8770449596855,33.0,Beantown Burrito,"This person goes to Beantown Burrito by Public_transport, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 3.8770449596855 miles. It takes 33.0 minutes."
Internsion_3.158246987387621e+18,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,0.6081777949861957,1.0,Americano Espresso Bar,"This person goes to Americano Espresso Bar by Car, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 0.6081777949861957 miles. It takes 1.0 minutes."
Internsion_1.6301786944185709e+19,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,9.94504386420389,21.0,Dunkin',"This person goes to Dunkin' by Car, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 9.94504386420389 miles. It takes 21.0 minutes."
Internsion_3.5724972728086687e+18,F&B Eatery/Limited-Service Restaurants,Public_transport,2.695320618592894,29.0,Club Cafe,"This person goes to Club Cafe by Public_transport, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 2.695320618592894 miles. It takes 29.0 minutes."
Internsion_1.144654274878477e+19,F&B Eatery/Limited-Service Restaurants,Walking,0.1502672981277882,2.0,Wingstop,"This person goes to Wingstop by Walking, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 0.1502672981277882 miles. It takes 2.0 minutes."
Internsion_8.71662499920842e+18,F&B Eatery/Full-Service Restaurants,Public_transport,0.9190438384095684,11.0,Poke Garden,"This person goes to Poke Garden by Public_transport, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.9190438384095684 miles. It takes 11.0 minutes."
Internsion_1.6799774993345626e+19,F&B Eatery/Full-Service Restaurants,Walking,0.1258582571652272,2.0,Jak Pizzeria,"This person goes to Jak Pizzeria by Walking, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.1258582571652272 miles. It takes 2.0 minutes."
Internsion_3.000733982435276e+17,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,1.6522846772451247,17.0,Dunkin',"This person goes to Dunkin' by Public_transport, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 1.6522846772451247 miles. It takes 17.0 minutes."
Internsion_1.82386349700573e+19,F&B Eatery/Full-Service Restaurants,Car,0.779135707427215,1.0,Sal's Ristorante & Pizzeria,"This person goes to Sal's Ristorante & Pizzeria by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.779135707427215 miles. It takes 1.0 minutes."
Internsion_6.600060181917715e+18,F&B Eatery/Full-Service Restaurants,Car,0.4228036764095635,1.0,Santouka Harvard Square,"This person goes to Santouka Harvard Square by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.4228036764095635 miles. It takes 1.0 minutes."
Internsion_8.497496941551543e+18,F&B Eatery/Full-Service Restaurants,Walking,0.2606915072517983,5.0,Taberna De Haro,"This person goes to Taberna De Haro by Walking, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.2606915072517983 miles. It takes 5.0 minutes."
Internsion_3.014355024480406e+18,F&B Eatery/Full-Service Restaurants,Car,4.574777094150557,12.0,Mr Kushari egyptian,"This person goes to Mr Kushari egyptian by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 4.574777094150557 miles. It takes 12.0 minutes."
Internsion_1.7946758448748902e+19,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,0.1487502065700477,1.0,Dunkin',"This person goes to Dunkin' by Car, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 0.1487502065700477 miles. It takes 1.0 minutes."
Internsion_8.115931989116514e+18,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,2.1025554868185434,6.0,Riverview Cafe,"This person goes to Riverview Cafe by Car, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 2.1025554868185434 miles. It takes 6.0 minutes."
Internsion_1.0423467575462115e+19,F&B Eatery/Full-Service Restaurants,Walking,0.0914835533167042,1.0,Belle Isle Seafood,"This person goes to Belle Isle Seafood by Walking, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.0914835533167042 miles. It takes 1.0 minutes."
Internsion_4.688703030404423e+17,F&B Eatery/Full-Service Restaurants,Public_transport,4.481718129379695,39.0,Douzo,"This person goes to Douzo by Public_transport, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 4.481718129379695 miles. It takes 39.0 minutes."
Internsion_1.25407323949801e+19,F&B Eatery/Limited-Service Restaurants,Public_transport,1.4313262017114128,12.0,Blue Glass Cafe,"This person goes to Blue Glass Cafe by Public_transport, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 1.4313262017114128 miles. It takes 12.0 minutes."
Internsion_2.554627297380749e+18,F&B Eatery/Limited-Service Restaurants,Public_transport,1.5560439747749133,14.0,Central Snack Bar,"This person goes to Central Snack Bar by Public_transport, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 1.5560439747749133 miles. It takes 14.0 minutes."
Internsion_1.17618943032153e+19,F&B Eatery/Full-Service Restaurants,Public_transport,3.391246234617868,31.0,Zaaki Restaurant,"This person goes to Zaaki Restaurant by Public_transport, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 3.391246234617868 miles. It takes 31.0 minutes."
Internsion_5.772688001165594e+18,F&B Eatery/Limited-Service Restaurants,Walking,0.6251949746756167,12.0,La Summa,"This person goes to La Summa by Walking, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 0.6251949746756167 miles. It takes 12.0 minutes."
Internsion_7.037361505150782e+18,F&B Eatery/Full-Service Restaurants,Walking,0.107320466429713,2.0,Ali Baba,"This person goes to Ali Baba by Walking, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.107320466429713 miles. It takes 2.0 minutes."
Internsion_1.325215825317479e+19,F&B Eatery/Full-Service Restaurants,Car,11.705123266045778,14.0,Commonwealth Fish and Beer,"This person goes to Commonwealth Fish and Beer by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 11.705123266045778 miles. It takes 14.0 minutes."
Internsion_1.790751188140074e+19,F&B Eatery/Limited-Service Restaurants,Public_transport,2.5252334963315897,27.0,Banh Mi Huong Que,"This person goes to Banh Mi Huong Que by Public_transport, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 2.5252334963315897 miles. It takes 27.0 minutes."
Internsion_1.601760177548449e+19,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,0.990065176906421,12.0,Dunkin',"This person goes to Dunkin' by Public_transport, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 0.990065176906421 miles. It takes 12.0 minutes."
Internsion_1.310233251634326e+19,F&B Eatery/Full-Service Restaurants,Car,3.4710794817122195,13.0,Nud Pob Thai Cuisine,"This person goes to Nud Pob Thai Cuisine by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 3.4710794817122195 miles. It takes 13.0 minutes."
Internsion_1.410278024729503e+19,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,0.0913015709602778,1.0,JP Licks,"This person goes to JP Licks by Walking, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 0.0913015709602778 miles. It takes 1.0 minutes."
Internsion_5.8923630436343e+18,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,5.637647451163321,42.0,Americano Espresso Bar,"This person goes to Americano Espresso Bar by Public_transport, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 5.637647451163321 miles. It takes 42.0 minutes."
Internsion_1.7824798542887494e+19,F&B Eatery/Limited-Service Restaurants,Car,5.059117298170532,10.0,Cold Stone Creamery,"This person goes to Cold Stone Creamery by Car, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 5.059117298170532 miles. It takes 10.0 minutes."
Internsion_5.004210981893446e+18,F&B Eatery/Full-Service Restaurants,Car,4.205846448008873,9.0,Morton's The Steakhouse,"This person goes to Morton's The Steakhouse by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 4.205846448008873 miles. It takes 9.0 minutes."
Internsion_1.8257238925461123e+19,F&B Eatery/Full-Service Restaurants,Walking,0.7382588701270478,14.0,Mass College of Art The Dining Commons,"This person goes to Mass College of Art The Dining Commons by Walking, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 0.7382588701270478 miles. It takes 14.0 minutes."
Internsion_1.302172572921485e+19,F&B Eatery/Full-Service Restaurants,Public_transport,1.7245166285696438,23.0,New China Restaurant,"This person goes to New China Restaurant by Public_transport, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 1.7245166285696438 miles. It takes 23.0 minutes."
